name,url,file_size,domestic_total_gross,distributor,release_date,genre,runtime,mpaa_rating,production_budget
halloween209,http://www.boxofficemojo.com/movies/?id=halloween209.htm,26335,"$33,392,973",Weinstein / Dimension,"August 28, 2009",Horror,1 hrs. 41 min.,R,$15 million
ghostbusters,http://www.boxofficemojo.com/movies/?id=ghostbusters.htm,35783,"$229,242,989Domestic Lifetime Gross: $242,212,467",Columbia,"June 8, 1984",Horror Comedy,1 hrs. 47 min.,PG,$30 million
lovedontcostathing,http://www.boxofficemojo.com/movies/?id=lovedontcostathing.htm,22785,"$21,924,226",Warner Bros.,"December 12, 2003",Romantic Comedy,1 hrs. 40 min.,PG-13,N/A
georgeofthejungle,http://www.boxofficemojo.com/movies/?id=georgeofthejungle.htm,25726,"$105,263,257",Buena Vista,"July 18, 1997",Family Comedy,1 hrs. 32 min.,PG,$55 million
granitemountain,http://www.boxofficemojo.com/movies/?id=granitemountain.htm,22239,"$18,343,983",Sony / Columbia,"October 20, 2017",Action,2 hrs. 13 min.,PG-13,$38 million
pussinboots12,http://www.boxofficemojo.com/movies/?id=pussinboots12.htm,32964,"$149,260,504",Paramount (DreamWorks),"October 28, 2011",Animation,1 hrs. 30 min.,PG,$130 million
shopgirl,http://www.boxofficemojo.com/movies/?id=shopgirl.htm,22056,"$10,284,523",Buena Vista,"October 21, 2005",Romantic Comedy,1 hrs. 44 min.,R,N/A
noreservations,http://www.boxofficemojo.com/movies/?id=noreservations.htm,25160,"$43,107,979",Warner Bros.,"July 27, 2007",Romantic Comedy,1 hrs. 45 min.,PG,N/A
clarasheart,http://www.boxofficemojo.com/movies/?id=clarasheart.htm,18495,"$5,194,491",Warner Bros.,"October 7, 1988",Unknown,1 hrs. 48 min.,PG-13,N/A
framed,http://www.boxofficemojo.com/movies/?id=framed.htm,15454,"$2,122,703",Paramount,"February 26, 1975",Action,1 hrs. 46 min.,R,N/A
deception93,http://www.boxofficemojo.com/movies/?id=deception93.htm,18561,"$608,866",Miramax,"October 29, 1993",Thriller,1 hrs. 30 min.,PG-13,N/A
myfairlady,http://www.boxofficemojo.com/movies/?id=myfairlady.htm,18267,"$72,000,000",Warner Bros.,"October 21, 1964",Musical,2 hrs. 50 min.,G,$17 million
bachelorparty,http://www.boxofficemojo.com/movies/?id=bachelorparty.htm,20453,"$38,435,947",Fox,"June 29, 1984",Comedy,1 hrs. 45 min.,R,N/A
farandaway,http://www.boxofficemojo.com/movies/?id=farandaway.htm,24007,"$58,883,840",Universal,"May 22, 1992",Period Drama,2 hrs. 20 min.,PG-13,$60 million
winterpeople,http://www.boxofficemojo.com/movies/?id=winterpeople.htm,18847,"$2,023,282",Columbia,"April 14, 1989",Unknown,1 hrs. 51 min.,PG-13,N/A
openwater,http://www.boxofficemojo.com/movies/?id=openwater.htm,25403,"$30,610,863",Lions Gate,"August 6, 2004",Horror,1 hrs. 19 min.,R,"$500,000"
monstertrucks,http://www.boxofficemojo.com/movies/?id=monstertrucks.htm,25307,"$33,370,166",Paramount,"January 13, 2017",Action Comedy,1 hrs. 44 min.,PG,N/A
descendents,http://www.boxofficemojo.com/movies/?id=descendents.htm,27803,"$82,584,160",Fox Searchlight,"November 16, 2011",Comedy / Drama,1 hrs. 55 min.,R,N/A
kevinhart2016,http://www.boxofficemojo.com/movies/?id=kevinhart2016.htm,21241,"$23,591,043",Universal,"October 14, 2016",Concert,1 hrs. 36 min.,R,$9.9 million
colorofnight,http://www.boxofficemojo.com/movies/?id=colorofnight.htm,21520,"$19,726,050",Buena Vista,"August 19, 1994",Romantic Thriller,2 hrs. 1 min.,R,$40 million
downwithlove,http://www.boxofficemojo.com/movies/?id=downwithlove.htm,24659,"$20,305,251",Fox,"May 9, 2003",Romantic Comedy,1 hrs. 41 min.,PG-13,N/A
semitough,http://www.boxofficemojo.com/movies/?id=semitough.htm,17094,"$37,187,139",United Artists,"November 11, 1977",Sports Comedy,1 hrs. 48 min.,R,N/A
jaws2,http://www.boxofficemojo.com/movies/?id=jaws2.htm,21480,"$77,737,272Domestic Lifetime Gross: $81,766,007",Universal,"June 16, 1978",Horror Thriller,1 hrs. 56 min.,PG,N/A
guesswhoscomingtodinner,http://www.boxofficemojo.com/movies/?id=guesswhoscomingtodinner.htm,18122,"$56,666,667",Columbia,"December 11, 1967",Drama,1 hrs. 48 min.,Unrated,$4 million
tarzan2016,http://www.boxofficemojo.com/movies/?id=tarzan2016.htm,25822,"$126,643,061",Warner Bros.,"July 1, 2016",Action / Adventure,1 hrs. 49 min.,PG-13,$180 million
twoofakind,http://www.boxofficemojo.com/movies/?id=twoofakind.htm,21534,"$23,646,952",Fox,"December 16, 1983",Romantic Comedy,1 hrs. 28 min.,PG,N/A
deathonthenile,http://www.boxofficemojo.com/movies/?id=deathonthenile.htm,16783,"$14,560,084",Paramount,"September 29, 1978",Drama / Thriller,2 hrs. 0 min.,PG,N/A
usedcars,http://www.boxofficemojo.com/movies/?id=usedcars.htm,17858,"$11,715,321",Columbia,"July 18, 1980",Comedy,1 hrs. 53 min.,R,$8 million
guardians,http://www.boxofficemojo.com/movies/?id=guardians.htm,33451,"$103,412,758",Paramount (DreamWorks),"November 21, 2012",Animation,1 hrs. 37 min.,PG,$145 million
scarface03,http://www.boxofficemojo.com/movies/?id=scarface03.htm,18599,"$739,905Domestic Lifetime Gross: $45,408,703",Focus Features,"September 19, 2003",Crime Drama,2 hrs. 50 min.,R,N/A
idesofmarch,http://www.boxofficemojo.com/movies/?id=idesofmarch.htm,24556,"$40,962,534",Sony / Columbia,"October 7, 2011",Thriller,1 hrs. 42 min.,R,N/A
fightingback,http://www.boxofficemojo.com/movies/?id=fightingback.htm,18722,"$3,355,948",Paramount,"May 21, 1982",Action,1 hrs. 36 min.,R,N/A
van,http://www.boxofficemojo.com/movies/?id=van.htm,18709,"$712,095",Fox Searchlight,"May 16, 1997",Comedy,1 hrs. 40 min.,R,N/A
celluloidcloset,http://www.boxofficemojo.com/movies/?id=celluloidcloset.htm,19447,"$1,400,591",Sony Classics,"March 15, 1996",Documentary,1 hrs. 42 min.,R,N/A
myfamily,http://www.boxofficemojo.com/movies/?id=myfamily.htm,19894,"$11,079,373",New Line,"May 5, 1995",Drama,2 hrs. 6 min.,R,N/A
desperado,http://www.boxofficemojo.com/movies/?id=desperado.htm,23353,"$25,405,445",Sony / Columbia,"August 25, 1995",Action,1 hrs. 46 min.,R,N/A
thunderheart,http://www.boxofficemojo.com/movies/?id=thunderheart.htm,21294,"$22,660,758",TriStar,"April 3, 1992",Action / Crime,1 hrs. 59 min.,R,N/A
madison,http://www.boxofficemojo.com/movies/?id=madison.htm,19830,"$517,262",United Artists,"April 22, 2005",Sports Drama,1 hrs. 34 min.,PG,N/A
friday13th7,http://www.boxofficemojo.com/movies/?id=friday13th7.htm,21811,"$19,170,001",Paramount,"May 13, 1988",Horror,1 hrs. 30 min.,R,N/A
gooddeeds,http://www.boxofficemojo.com/movies/?id=gooddeeds.htm,22781,"$35,025,791",Lionsgate,"February 24, 2012",Drama,2 hrs. 9 min.,PG-13,N/A
hotelrwanda,http://www.boxofficemojo.com/movies/?id=hotelrwanda.htm,25462,"$23,530,892",United Artists,"December 22, 2004",Drama,1 hrs. 50 min.,PG-13,N/A
eddiemurphyraw,http://www.boxofficemojo.com/movies/?id=eddiemurphyraw.htm,21248,"$50,504,655",Paramount,"December 18, 1987",Concert,1 hrs. 30 min.,R,N/A
takingofpelham09,http://www.boxofficemojo.com/movies/?id=takingofpelham09.htm,26408,"$65,452,312",Sony / Columbia,"June 12, 2009",Action Thriller,2 hrs. 1 min.,R,$100 million
danishgirl,http://www.boxofficemojo.com/movies/?id=danishgirl.htm,23898,"$11,114,018",Focus Features,"November 27, 2015",Drama,2 hrs. 0 min.,R,N/A
americangigolo,http://www.boxofficemojo.com/movies/?id=americangigolo.htm,18282,"$22,743,674",Paramount,"February 1, 1980",Romantic Thriller,1 hrs. 57 min.,R,N/A
blessthechild,http://www.boxofficemojo.com/movies/?id=blessthechild.htm,23302,"$29,381,494",Paramount,"August 11, 2000",Horror Thriller,1 hrs. 47 min.,R,$65 million
irisblond,http://www.boxofficemojo.com/movies/?id=irisblond.htm,18013,,Miramax,"May 14, 1999",Unknown,N/A,R,N/A
16blocks,http://www.boxofficemojo.com/movies/?id=16blocks.htm,24726,"$36,895,141",Warner Bros.,"March 3, 2006",Action Thriller,1 hrs. 45 min.,PG-13,N/A
heist,http://www.boxofficemojo.com/movies/?id=heist.htm,23107,"$23,510,841",Warner Bros.,"November 9, 2001",Crime,1 hrs. 51 min.,R,$39 million
everybodyloveswhales,http://www.boxofficemojo.com/movies/?id=everybodyloveswhales.htm,23107,"$20,157,300",Universal,"February 3, 2012",Drama,2 hrs. 3 min.,PG,$40 million
awakenings,http://www.boxofficemojo.com/movies/?id=awakenings.htm,23142,"$52,096,475",Columbia,"December 22, 1990",Drama,2 hrs. 0 min.,PG-13,N/A
everywhichwaybutloose,http://www.boxofficemojo.com/movies/?id=everywhichwaybutloose.htm,21274,"$85,196,485",Warner Bros.,"December 20, 1978",Action Comedy,1 hrs. 50 min.,PG,N/A
merrychristmas,http://www.boxofficemojo.com/movies/?id=merrychristmas.htm,19927,"$1,054,361",Sony Classics,"December 16, 2005",Foreign,1 hrs. 55 min.,PG-13,N/A
howlsmovingcastle,http://www.boxofficemojo.com/movies/?id=howlsmovingcastle.htm,25062,"$4,711,096",Buena Vista,"June 10, 2005",Animation,1 hrs. 59 min.,PG,N/A
greenmile,http://www.boxofficemojo.com/movies/?id=greenmile.htm,32228,"$136,801,374",Warner Bros.,"December 10, 1999",Period Drama,3 hrs. 8 min.,R,$60 million
planetbboy3d,http://www.boxofficemojo.com/movies/?id=planetbboy3d.htm,23758,"$8,888,355",Sony / Screen Gems,"September 20, 2013",Drama,1 hrs. 49 min.,PG-13,$20 million
startingover,http://www.boxofficemojo.com/movies/?id=startingover.htm,17439,"$35,649,012",Paramount,"October 5, 1979",Romantic Comedy,1 hrs. 45 min.,R,N/A
leonardpart6,http://www.boxofficemojo.com/movies/?id=leonardpart6.htm,20768,,Columbia,"December 18, 1987",Comedy,1 hrs. 25 min.,PG,N/A
peacefulwarrior07,http://www.boxofficemojo.com/movies/?id=peacefulwarrior07.htm,19350,"$2,893,666Domestic Lifetime Gross: $3,960,414",Universal,"March 30, 2007",Drama,2 hrs. 0 min.,PG-13,N/A
wrongturn,http://www.boxofficemojo.com/movies/?id=wrongturn.htm,21567,"$15,418,790",Fox,"May 30, 2003",Horror,1 hrs. 21 min.,R,$12.6 million
princeofegypt,http://www.boxofficemojo.com/movies/?id=princeofegypt.htm,28728,"$101,413,188",DreamWorks,"December 18, 1998",Animation,1 hrs. 39 min.,PG,$70 million
finalfantasy,http://www.boxofficemojo.com/movies/?id=finalfantasy.htm,26306,"$32,131,830",Sony / Columbia,"July 11, 2001",Animation,1 hrs. 48 min.,PG-13,$137 million
bean2,http://www.boxofficemojo.com/movies/?id=bean2.htm,26427,"$33,302,167",Universal,"August 24, 2007",Comedy,1 hrs. 30 min.,G,N/A
justlikeheaven,http://www.boxofficemojo.com/movies/?id=justlikeheaven.htm,27494,"$48,318,130",DreamWorks,"September 16, 2005",Romantic Comedy,1 hrs. 35 min.,PG-13,$58 million
prideprejudicezombies,http://www.boxofficemojo.com/movies/?id=prideprejudicezombies.htm,22792,"$10,938,134",Sony / Screen Gems,"February 5, 2016",Comedy,1 hrs. 48 min.,PG-13,$28 million
illusionist2010,http://www.boxofficemojo.com/movies/?id=illusionist2010.htm,20329,"$2,231,474",Sony Classics,"December 25, 2010",Animation,1 hrs. 22 min.,PG,$17 million
bootycall,http://www.boxofficemojo.com/movies/?id=bootycall.htm,20897,"$20,050,376",Sony / Columbia,"February 28, 1997",Comedy,1 hrs. 19 min.,R,N/A
murderorientexpress17,http://www.boxofficemojo.com/movies/?id=murderorientexpress17.htm,26765,"$102,826,543",Fox,"November 10, 2017",Thriller,1 hrs. 54 min.,PG-13,$55 million
manfromsnowyriver,http://www.boxofficemojo.com/movies/?id=manfromsnowyriver.htm,19471,"$20,659,423",Fox,"November 5, 1982",Western,1 hrs. 42 min.,PG,N/A
bangkokdangerous,http://www.boxofficemojo.com/movies/?id=bangkokdangerous.htm,25404,"$15,298,133",Lionsgate,"September 5, 2008",Action / Crime,1 hrs. 40 min.,R,$45 million
riseoftheapes,http://www.boxofficemojo.com/movies/?id=riseoftheapes.htm,36208,"$176,760,185",Fox,"August 5, 2011",Sci-Fi Action,1 hrs. 50 min.,PG-13,$93 million
repogeneticopera,http://www.boxofficemojo.com/movies/?id=repogeneticopera.htm,21786,"$146,750",Lionsgate,"November 7, 2008",Musical,1 hrs. 37 min.,R,N/A
mylifesofar,http://www.boxofficemojo.com/movies/?id=mylifesofar.htm,18894,"$635,620",Miramax,"July 23, 1999",Period Comedy,1 hrs. 35 min.,PG-13,N/A
ofmiceandmen,http://www.boxofficemojo.com/movies/?id=ofmiceandmen.htm,19644,"$5,471,088",MGM,"October 2, 1992",Period Drama,1 hrs. 40 min.,PG-13,N/A
sanandreas,http://www.boxofficemojo.com/movies/?id=sanandreas.htm,26083,"$155,190,832",Warner Bros. (New Line),"May 29, 2015",Action,1 hrs. 54 min.,PG-13,$110 million
catchthatkid,http://www.boxofficemojo.com/movies/?id=catchthatkid.htm,23335,"$16,703,799",Fox,"February 6, 2004",Family Adventure,1 hrs. 32 min.,PG,$12 million
ghostbusters2014,http://www.boxofficemojo.com/movies/?id=ghostbusters2014.htm,19769,"$3,580,343Domestic Lifetime Gross: $242,212,467",Sony / Columbia,"August 29, 2014",Horror Comedy,N/A,PG,N/A
penniesfromheaven,http://www.boxofficemojo.com/movies/?id=penniesfromheaven.htm,18980,"$9,171,289",MGM,"December 11, 1981",Musical,1 hrs. 47 min.,R,N/A
sneakers,http://www.boxofficemojo.com/movies/?id=sneakers.htm,23693,"$51,432,691",Universal,"September 11, 1992",Crime Thriller,2 hrs. 5 min.,PG-13,N/A
springsummerfallwinterandspring,http://www.boxofficemojo.com/movies/?id=springsummerfallwinterandspring.htm,20272,,Sony Classics,"April 2, 2004",Foreign,1 hrs. 43 min.,R,N/A
untilseptember,http://www.boxofficemojo.com/movies/?id=untilseptember.htm,20033,"$4,239,154",MGM,"September 21, 1984",Unknown,1 hrs. 36 min.,R,N/A
buried,http://www.boxofficemojo.com/movies/?id=buried.htm,19957,"$1,044,143",Lionsgate,"September 24, 2010",Thriller,1 hrs. 40 min.,R,N/A
revengeofthepinkpanther,http://www.boxofficemojo.com/movies/?id=revengeofthepinkpanther.htm,17199,"$49,579,269",United Artists,"July 19, 1978",Comedy,1 hrs. 44 min.,PG,N/A
downtown,http://www.boxofficemojo.com/movies/?id=downtown.htm,19688,"$2,346,150",Fox,"January 12, 1990",Action Comedy,1 hrs. 36 min.,R,N/A
finaldestination4,http://www.boxofficemojo.com/movies/?id=finaldestination4.htm,27275,"$66,477,700",Warner Bros. (New Line),"August 28, 2009",Horror,1 hrs. 22 min.,R,$40 million
renegades,http://www.boxofficemojo.com/movies/?id=renegades.htm,21161,"$9,015,164",Universal,"June 2, 1989",Action Comedy,1 hrs. 46 min.,R,N/A
passengers,http://www.boxofficemojo.com/movies/?id=passengers.htm,20661,"$292,437",Sony / Columbia,"October 24, 2008",Drama,1 hrs. 34 min.,PG-13,N/A
hook,http://www.boxofficemojo.com/movies/?id=hook.htm,30896,"$119,654,823",TriStar,"December 11, 1991",Fantasy,2 hrs. 22 min.,PG,$70 million
beingthere,http://www.boxofficemojo.com/movies/?id=beingthere.htm,17445,"$30,177,511",MGM,"December 21, 1979",Comedy / Drama,2 hrs. 10 min.,PG,N/A
higherlearning,http://www.boxofficemojo.com/movies/?id=higherlearning.htm,20391,"$38,290,723",Sony / Columbia,"January 13, 1995",Drama,2 hrs. 7 min.,R,N/A
anchorman2,http://www.boxofficemojo.com/movies/?id=anchorman2.htm,28345,"$125,168,368Domestic Lifetime Gross: $127,352,707",Paramount,"December 18, 2013",Comedy,1 hrs. 59 min.,PG-13,$50 million
nacholibre,http://www.boxofficemojo.com/movies/?id=nacholibre.htm,27466,"$80,197,993",Paramount,"June 16, 2006",Sports Comedy,1 hrs. 40 min.,PG,$35 million
gabyatruestory,http://www.boxofficemojo.com/movies/?id=gabyatruestory.htm,16280,"$125,400",TriStar,"October 30, 1987",Unknown,1 hrs. 40 min.,R,N/A
16daysofglory,http://www.boxofficemojo.com/movies/?id=16daysofglory.htm,16372,"$83,857",Paramount,"March 7, 1986",Documentary,2 hrs. 25 min.,G,N/A
colombiana,http://www.boxofficemojo.com/movies/?id=colombiana.htm,23578,"$36,665,854",TriStar,"August 26, 2011",Action,1 hrs. 47 min.,PG-13,$40 million
bowfinger,http://www.boxofficemojo.com/movies/?id=bowfinger.htm,24690,"$66,384,775",Universal,"August 13, 1999",Comedy,1 hrs. 37 min.,PG-13,$55 million
italian,http://www.boxofficemojo.com/movies/?id=italian.htm,19862,"$555,436",Sony Classics,"January 19, 2007",Foreign,1 hrs. 39 min.,PG-13,N/A
imaginarycrimes,http://www.boxofficemojo.com/movies/?id=imaginarycrimes.htm,19252,"$89,611",Warner Bros.,"October 14, 1994",Unknown,1 hrs. 47 min.,PG,N/A
lion,http://www.boxofficemojo.com/movies/?id=lion.htm,22709,"$51,738,905",Weinstein Company,"November 25, 2016",Drama,2 hrs. 0 min.,PG-13,$12 million
hottub2,http://www.boxofficemojo.com/movies/?id=hottub2.htm,23910,"$12,314,651",Paramount,"February 20, 2015",Comedy,1 hrs. 33 min.,R,$14 million
hanussen,http://www.boxofficemojo.com/movies/?id=hanussen.htm,18277,"$82,635",Columbia,"March 8, 1989",Foreign,2 hrs. 20 min.,R,N/A
bornyesterday,http://www.boxofficemojo.com/movies/?id=bornyesterday.htm,20820,"$17,952,857",Buena Vista,"March 26, 1993",Romantic Comedy,1 hrs. 40 min.,PG,N/A
iceprincess,http://www.boxofficemojo.com/movies/?id=iceprincess.htm,25011,"$24,402,491",Buena Vista,"March 18, 2005",Family,1 hrs. 32 min.,G,N/A
badcompany,http://www.boxofficemojo.com/movies/?id=badcompany.htm,24735,"$30,160,161",Buena Vista,"June 7, 2002",Action Comedy,1 hrs. 57 min.,PG-13,$70 million
replacementkillers,http://www.boxofficemojo.com/movies/?id=replacementkillers.htm,22975,"$19,204,929",Sony / Columbia,"February 6, 1998",Action,1 hrs. 28 min.,R,N/A
piratesofthecaribbean4,http://www.boxofficemojo.com/movies/?id=piratesofthecaribbean4.htm,37850,"$241,071,802",Buena Vista,"May 20, 2011",Period Adventure,2 hrs. 17 min.,PG-13,$250 million
carandiru,http://www.boxofficemojo.com/movies/?id=carandiru.htm,19965,,Sony Classics,"May 14, 2004",Unknown,2 hrs. 26 min.,R,N/A
trueidentity,http://www.boxofficemojo.com/movies/?id=trueidentity.htm,19840,"$4,693,236",Buena Vista,"August 23, 1991",Comedy,1 hrs. 32 min.,R,$15 million
meetingvenus,http://www.boxofficemojo.com/movies/?id=meetingvenus.htm,18622,"$1,000,348",Warner Bros.,"November 15, 1991",Comedy / Drama,1 hrs. 59 min.,PG-13,N/A
bridgetjones2,http://www.boxofficemojo.com/movies/?id=bridgetjones2.htm,29647,"$40,226,215",Universal,"November 12, 2004",Romantic Comedy,1 hrs. 48 min.,R,$40 million
waltandelgrupo,http://www.boxofficemojo.com/movies/?id=waltandelgrupo.htm,19294,"$20,521",Buena Vista,"September 9, 2009",Documentary,1 hrs. 46 min.,PG,N/A
originalsin,http://www.boxofficemojo.com/movies/?id=originalsin.htm,23342,"$16,534,221",MGM,"August 3, 2001",Romantic Thriller,1 hrs. 56 min.,R,$42 million
tristanandisolde,http://www.boxofficemojo.com/movies/?id=tristanandisolde.htm,24362,"$14,734,633",Fox,"January 13, 2006",Romance,2 hrs. 5 min.,PG-13,N/A
waynesworld,http://www.boxofficemojo.com/movies/?id=waynesworld.htm,27192,"$121,697,323",Paramount,"February 14, 1992",Comedy,1 hrs. 35 min.,PG-13,$20 million
whoframedrogerrabbit,http://www.boxofficemojo.com/movies/?id=whoframedrogerrabbit.htm,30101,"$156,452,370",Buena Vista,"June 24, 1988",Fantasy Comedy,1 hrs. 43 min.,PG,$70 million
lastofthehighkings,http://www.boxofficemojo.com/movies/?id=lastofthehighkings.htm,19287,"$7,682",Miramax,"April 10, 1998",Unknown,1 hrs. 42 min.,R,N/A
30daysofnight,http://www.boxofficemojo.com/movies/?id=30daysofnight.htm,25076,"$39,568,996",Sony / Columbia,"October 19, 2007",Horror,1 hrs. 53 min.,R,$30 million
heist2015,http://www.boxofficemojo.com/movies/?id=heist2015.htm,18313,"$50,136",Lionsgate Premiere,"November 13, 2015",Action Thriller,1 hrs. 33 min.,R,$8.9 million
mrwrong,http://www.boxofficemojo.com/movies/?id=mrwrong.htm,21068,"$12,825,141",Buena Vista,"February 16, 1996",Romantic Comedy,1 hrs. 37 min.,PG-13,N/A
antoniaandjane,http://www.boxofficemojo.com/movies/?id=antoniaandjane.htm,19110,"$1,002,078",Miramax,"October 11, 1991",Comedy,1 hrs. 11 min.,R,N/A
hairspray07,http://www.boxofficemojo.com/movies/?id=hairspray07.htm,30692,"$118,871,849",New Line,"July 20, 2007",Musical,1 hrs. 47 min.,PG,N/A
mask,http://www.boxofficemojo.com/movies/?id=mask.htm,27138,"$119,938,730",New Line,"July 29, 1994",Comedy,1 hrs. 37 min.,PG-13,$23 million
lifelessordinary,http://www.boxofficemojo.com/movies/?id=lifelessordinary.htm,21629,"$4,366,722",Fox,"October 24, 1997",Romantic Comedy,1 hrs. 43 min.,R,N/A
fear,http://www.boxofficemojo.com/movies/?id=fear.htm,22173,"$20,831,000",Universal,"April 12, 1996",Thriller,1 hrs. 35 min.,R,N/A
planetoftheapes,http://www.boxofficemojo.com/movies/?id=planetoftheapes.htm,21147,"$32,589,624",Fox,"February 8, 1968",Sci-Fi Adventure,1 hrs. 52 min.,G,N/A
merrychristmasmrlawrence,http://www.boxofficemojo.com/movies/?id=merrychristmasmrlawrence.htm,20246,"$2,306,560",Universal,"August 26, 1983",Unknown,2 hrs. 4 min.,R,N/A
bigshots,http://www.boxofficemojo.com/movies/?id=bigshots.htm,19333,"$3,390,043",Fox,"October 2, 1987",Unknown,1 hrs. 34 min.,PG-13,N/A
saltonsea,http://www.boxofficemojo.com/movies/?id=saltonsea.htm,21147,"$764,554",Warner Bros.,"April 26, 2002",Crime Thriller,1 hrs. 43 min.,R,N/A
insurgent,http://www.boxofficemojo.com/movies/?id=insurgent.htm,29751,"$130,179,072",Lionsgate/Summit,"March 20, 2015",Action / Adventure,1 hrs. 59 min.,PG-13,$110 million
