name,url,file_size,domestic_total_gross,distributor,release_date,genre,runtime,mpaa_rating,production_budget
whenastrangercalls06,http://www.boxofficemojo.com/movies/?id=whenastrangercalls06.htm,26295,"$47,860,214",Sony / Screen Gems,"February 3, 2006",Horror Thriller,1 hrs. 40 min.,PG-13,$15 million
pest,http://www.boxofficemojo.com/movies/?id=pest.htm,19621,"$3,600,616",Sony / Columbia,"February 7, 1997",Comedy,1 hrs. 24 min.,PG-13,N/A
manintheironmask,http://www.boxofficemojo.com/movies/?id=manintheironmask.htm,26406,"$56,968,902",MGM,"March 13, 1998",Period Adventure,2 hrs. 52 min.,PG-13,N/A
spieslikeus,http://www.boxofficemojo.com/movies/?id=spieslikeus.htm,22852,"$60,088,980",Warner Bros.,"December 6, 1985",Action Comedy,1 hrs. 42 min.,PG,N/A
whathappensinvegas,http://www.boxofficemojo.com/movies/?id=whathappensinvegas.htm,27195,"$80,277,646",Fox,"May 9, 2008",Comedy,1 hrs. 39 min.,PG-13,$35 million
coolrunnings,http://www.boxofficemojo.com/movies/?id=coolrunnings.htm,24724,"$68,856,263",Buena Vista,"October 1, 1993",Sports Comedy,1 hrs. 38 min.,PG,$14 million
stillofthenight,http://www.boxofficemojo.com/movies/?id=stillofthenight.htm,17184,"$5,979,947",MGM,"November 19, 1982",Unknown,1 hrs. 31 min.,PG,N/A
emperorsclub,http://www.boxofficemojo.com/movies/?id=emperorsclub.htm,23216,"$14,118,751",Universal,"November 22, 2002",Drama,1 hrs. 49 min.,PG-13,$12.5 million
muppettreasureisland,http://www.boxofficemojo.com/movies/?id=muppettreasureisland.htm,25031,"$34,327,391",Buena Vista,"February 16, 1996",Family Adventure,1 hrs. 39 min.,G,N/A
machete,http://www.boxofficemojo.com/movies/?id=machete.htm,25556,"$26,593,646",Fox,"September 3, 2010",Action / Adventure,1 hrs. 45 min.,R,$10.5 million
mrswinterbourne,http://www.boxofficemojo.com/movies/?id=mrswinterbourne.htm,20697,"$10,082,005",Sony / Columbia,"April 19, 1996",Romantic Comedy,1 hrs. 46 min.,PG-13,N/A
midwinterstale,http://www.boxofficemojo.com/movies/?id=midwinterstale.htm,18298,"$469,571",Sony Classics,"February 9, 1996",Unknown,1 hrs. 39 min.,R,N/A
centralstation,http://www.boxofficemojo.com/movies/?id=centralstation.htm,18477,"$5,596,708",Sony Classics,"November 20, 1998",Foreign,1 hrs. 55 min.,R,N/A
ordinarypeople,http://www.boxofficemojo.com/movies/?id=ordinarypeople.htm,18432,"$54,766,923",Paramount,"September 19, 1980",Drama,2 hrs. 4 min.,R,N/A
meatballs,http://www.boxofficemojo.com/movies/?id=meatballs.htm,19202,"$43,046,003",Paramount,"June 29, 1979",Comedy,1 hrs. 32 min.,PG,N/A
hiddenfigures,http://www.boxofficemojo.com/movies/?id=hiddenfigures.htm,31393,"$169,607,287",Fox,"December 25, 2016",Drama,2 hrs. 7 min.,PG,$25 million
galaxyquest,http://www.boxofficemojo.com/movies/?id=galaxyquest.htm,23947,"$71,583,916",DreamWorks,"December 25, 1999",Comedy,1 hrs. 42 min.,PG,$45 million
lethalweapon2,http://www.boxofficemojo.com/movies/?id=lethalweapon2.htm,31729,"$147,253,986",Warner Bros.,"July 7, 1989",Action Comedy,1 hrs. 53 min.,R,N/A
dallasbuyersclub,http://www.boxofficemojo.com/movies/?id=dallasbuyersclub.htm,24200,"$27,298,285",Focus Features,"November 1, 2013",Drama,1 hrs. 57 min.,R,$5 million
brick,http://www.boxofficemojo.com/movies/?id=brick.htm,21857,"$2,075,743",Focus Features,"March 31, 2006",Drama / Thriller,1 hrs. 50 min.,R,N/A
godsend,http://www.boxofficemojo.com/movies/?id=godsend.htm,23147,"$14,379,751",Lions Gate,"April 30, 2004",Horror,1 hrs. 42 min.,PG-13,$25 million
bluestreak,http://www.boxofficemojo.com/movies/?id=bluestreak.htm,23108,"$68,518,533",Sony / Columbia,"September 17, 1999",Action Comedy,1 hrs. 34 min.,PG-13,$65 million
wheretheboysare,http://www.boxofficemojo.com/movies/?id=wheretheboysare.htm,19622,"$10,530,000",TriStar,"April 6, 1984",Comedy,1 hrs. 35 min.,R,N/A
split2017,http://www.boxofficemojo.com/movies/?id=split2017.htm,27037,"$138,291,365",Universal,"January 20, 2017",Horror Thriller,1 hrs. 57 min.,PG-13,$9 million
bluesteel,http://www.boxofficemojo.com/movies/?id=bluesteel.htm,21315,"$8,217,997",MGM,"March 16, 1990",Thriller,1 hrs. 44 min.,R,N/A
sevenyearsintibet,http://www.boxofficemojo.com/movies/?id=sevenyearsintibet.htm,23288,"$37,957,682",Sony / Columbia,"October 10, 1997",Period Adventure,2 hrs. 11 min.,PG-13,N/A
cowboysandaliens,http://www.boxofficemojo.com/movies/?id=cowboysandaliens.htm,29266,"$100,240,551",Universal,"July 29, 2011",Sci-Fi Action,1 hrs. 58 min.,PG-13,$163 million
newsies,http://www.boxofficemojo.com/movies/?id=newsies.htm,20793,"$2,819,485",Buena Vista,"April 10, 1992",Musical,3 hrs. 30 min.,PG,$15 million
28days,http://www.boxofficemojo.com/movies/?id=28days.htm,22962,"$37,170,488",Sony / Columbia,"April 14, 2000",Comedy / Drama,1 hrs. 43 min.,PG-13,$43 million
25thhour,http://www.boxofficemojo.com/movies/?id=25thhour.htm,21534,"$13,084,595",Buena Vista,"December 19, 2002",Crime Drama,2 hrs. 14 min.,R,$5 million
richmanswife,http://www.boxofficemojo.com/movies/?id=richmanswife.htm,20272,"$8,543,587",Buena Vista,"September 13, 1996",Thriller,1 hrs. 35 min.,R,N/A
dumbanddumberer,http://www.boxofficemojo.com/movies/?id=dumbanddumberer.htm,23345,"$26,276,465",New Line,"June 13, 2003",Comedy,1 hrs. 36 min.,PG-13,$19 million
fresh,http://www.boxofficemojo.com/movies/?id=fresh.htm,19553,"$8,094,616",Miramax,"August 19, 1994",Crime Drama,1 hrs. 54 min.,R,N/A
faroffplace,http://www.boxofficemojo.com/movies/?id=faroffplace.htm,21282,"$12,890,752",Buena Vista,"March 12, 1993",Family Adventure,1 hrs. 47 min.,PG,N/A
cooties,http://www.boxofficemojo.com/movies/?id=cooties.htm,17537,"$60,058",Lionsgate Premiere,"September 18, 2015",Action Comedy,1 hrs. 28 min.,R,N/A
kingkong76,http://www.boxofficemojo.com/movies/?id=kingkong76.htm,19683,"$52,614,445",Paramount,"December 17, 1976",Adventure,2 hrs. 14 min.,PG,$24 million
bridgeontheriverkwai,http://www.boxofficemojo.com/movies/?id=bridgeontheriverkwai.htm,18409,"$27,200,000",Columbia,"December 18, 1957",War Drama,2 hrs. 41 min.,PG,$3 million
hunter,http://www.boxofficemojo.com/movies/?id=hunter.htm,16809,"$16,274,150",Paramount,"August 1, 1980",Action Drama,1 hrs. 37 min.,PG,N/A
condemned,http://www.boxofficemojo.com/movies/?id=condemned.htm,23392,"$7,371,706",Lionsgate,"April 27, 2007",Action,1 hrs. 40 min.,R,N/A
onecrazysummer,http://www.boxofficemojo.com/movies/?id=onecrazysummer.htm,19535,"$13,431,806",Warner Bros.,"August 8, 1986",Comedy,1 hrs. 29 min.,PG,N/A
aftermidnight,http://www.boxofficemojo.com/movies/?id=aftermidnight.htm,19200,"$76,325",MGM,"November 3, 1989",Unknown,1 hrs. 33 min.,R,N/A
prestige,http://www.boxofficemojo.com/movies/?id=prestige.htm,27046,"$53,089,891",Buena Vista,"October 20, 2006",Fantasy Drama,2 hrs. 15 min.,PG-13,$40 million
narc,http://www.boxofficemojo.com/movies/?id=narc.htm,23149,"$10,465,659",Paramount,"December 20, 2002",Action / Crime,1 hrs. 42 min.,R,$6.5 million
picturebride,http://www.boxofficemojo.com/movies/?id=picturebride.htm,18923,"$1,238,905",Miramax,"April 28, 1995",Period Drama,1 hrs. 35 min.,PG-13,N/A
isawthelight,http://www.boxofficemojo.com/movies/?id=isawthelight.htm,22368,"$1,646,788",Sony Classics,"March 25, 2016",Drama,2 hrs. 3 min.,R,N/A
deadringers,http://www.boxofficemojo.com/movies/?id=deadringers.htm,20725,"$8,038,508",Fox,"September 23, 1988",Unknown,1 hrs. 55 min.,R,N/A
littlemermaid,http://www.boxofficemojo.com/movies/?id=littlemermaid.htm,30920,"$84,355,863Domestic Lifetime Gross: $111,543,479",Buena Vista,"November 17, 1989",Animation,1 hrs. 23 min.,G,N/A
freddysdeadfinalnightmare,http://www.boxofficemojo.com/movies/?id=freddysdeadfinalnightmare.htm,23664,"$34,872,033",New Line,"September 13, 1991",Horror,1 hrs. 29 min.,R,$11 million
priest07,http://www.boxofficemojo.com/movies/?id=priest07.htm,24604,"$29,136,626",Sony / Screen Gems,"May 13, 2011",Action Horror,1 hrs. 27 min.,PG-13,$60 million
guard,http://www.boxofficemojo.com/movies/?id=guard.htm,19384,"$5,360,274",Sony Classics,"July 29, 2011",Comedy Thriller,1 hrs. 36 min.,R,$6 million
heralibi,http://www.boxofficemojo.com/movies/?id=heralibi.htm,20845,"$18,699,037",Warner Bros.,"February 3, 1989",Romantic Comedy,1 hrs. 34 min.,PG,N/A
junglebook84,http://www.boxofficemojo.com/movies/?id=junglebook84.htm,20174,"$23,456,945Domestic Lifetime Gross: $141,843,612",Buena Vista,"July 27, 1984",Animation,1 hrs. 18 min.,G,N/A
saintoffortwashington,http://www.boxofficemojo.com/movies/?id=saintoffortwashington.htm,18899,"$134,454",Warner Bros.,"November 17, 1993",Unknown,1 hrs. 43 min.,R,N/A
nightmarebeforechristmas,http://www.boxofficemojo.com/movies/?id=nightmarebeforechristmas.htm,27417,"$50,003,043Domestic Lifetime Gross: $75,082,668",Buena Vista,"October 15, 1993",Animation,1 hrs. 16 min.,PG,N/A
movingviolations,http://www.boxofficemojo.com/movies/?id=movingviolations.htm,20419,"$10,627,754",Fox,"April 19, 1985",Comedy,1 hrs. 30 min.,PG-13,N/A
cantinflas,http://www.boxofficemojo.com/movies/?id=cantinflas.htm,19128,"$6,382,924",Lionsgate,"August 29, 2014",Drama,1 hrs. 46 min.,PG,N/A
henryandjune,http://www.boxofficemojo.com/movies/?id=henryandjune.htm,21599,"$11,567,449",Universal,"October 5, 1990",Romance,2 hrs. 17 min.,NC-17,N/A
pcu,http://www.boxofficemojo.com/movies/?id=pcu.htm,21026,"$4,330,020",Fox,"April 29, 1994",Comedy,1 hrs. 19 min.,PG-13,N/A
sparkle2012,http://www.boxofficemojo.com/movies/?id=sparkle2012.htm,23283,"$24,397,469",TriStar,"August 17, 2012",Music Drama,2 hrs. 0 min.,PG-13,$14 million
smurfs2,http://www.boxofficemojo.com/movies/?id=smurfs2.htm,27646,"$71,017,784",Sony / Columbia,"July 31, 2013",Family Comedy,1 hrs. 45 min.,PG,$105 million
island05,http://www.boxofficemojo.com/movies/?id=island05.htm,27186,"$35,818,913",DreamWorks,"July 22, 2005",Sci-Fi Action,2 hrs. 7 min.,PG-13,$126 million
singleman,http://www.boxofficemojo.com/movies/?id=singleman.htm,22249,"$9,176,000",Weinstein Company,"December 11, 2009",Drama,1 hrs. 39 min.,R,$7 million
slither,http://www.boxofficemojo.com/movies/?id=slither.htm,24186,"$7,802,450",Universal,"March 31, 2006",Sci-Fi Horror,1 hrs. 36 min.,R,$15 million
objectofmyaffection,http://www.boxofficemojo.com/movies/?id=objectofmyaffection.htm,22205,"$29,187,243",Fox,"April 17, 1998",Romantic Comedy,1 hrs. 51 min.,R,N/A
littlenikita,http://www.boxofficemojo.com/movies/?id=littlenikita.htm,18908,"$1,733,070",Columbia,"March 18, 1988",Thriller,1 hrs. 37 min.,PG,N/A
slcpunk,http://www.boxofficemojo.com/movies/?id=slcpunk.htm,18690,"$299,569",Sony Classics,"April 16, 1999",Unknown,1 hrs. 37 min.,R,N/A
jetsonsthemovie,http://www.boxofficemojo.com/movies/?id=jetsonsthemovie.htm,22876,"$20,305,841",Universal,"July 6, 1990",Animation,1 hrs. 22 min.,G,N/A
mightyjoeyoung,http://www.boxofficemojo.com/movies/?id=mightyjoeyoung.htm,23730,"$50,632,037",Buena Vista,"December 25, 1998",Adventure,1 hrs. 54 min.,PG,$90 million
idreamedofafrica,http://www.boxofficemojo.com/movies/?id=idreamedofafrica.htm,22448,"$6,651,522",Sony / Columbia,"May 5, 2000",Adventure,1 hrs. 55 min.,PG-13,$50 million
airupthere,http://www.boxofficemojo.com/movies/?id=airupthere.htm,20762,"$21,011,318",Miramax,"January 7, 1994",Sports Comedy,1 hrs. 47 min.,PG,N/A
petesdragon1977,http://www.boxofficemojo.com/movies/?id=petesdragon1977.htm,17761,"$35,488,000Domestic Lifetime Gross: $39,588,000",Buena Vista,"December 16, 1977",Family Adventure,2 hrs. 8 min.,G,N/A
espnsultimateximax,http://www.boxofficemojo.com/movies/?id=espnsultimateximax.htm,19624,"$4,197,492",Buena Vista,"May 10, 2002",IMAX,0 hrs. 47 min.,PG,N/A
chasers,http://www.boxofficemojo.com/movies/?id=chasers.htm,20749,"$1,596,687",Warner Bros.,"April 22, 1994",Action Comedy,1 hrs. 41 min.,R,N/A
clueless,http://www.boxofficemojo.com/movies/?id=clueless.htm,22834,"$56,631,572",Paramount,"July 21, 1995",Comedy,1 hrs. 37 min.,PG-13,N/A
presidio,http://www.boxofficemojo.com/movies/?id=presidio.htm,20173,"$20,324,096",Paramount,"June 10, 1988",Action Thriller,1 hrs. 36 min.,R,N/A
fantasia85,http://www.boxofficemojo.com/movies/?id=fantasia85.htm,18818,"$8,194,726Domestic Lifetime Gross: $76,408,097",Buena Vista,"February 8, 1985",Unknown,2 hrs. 5 min.,G,N/A
bugsymalone,http://www.boxofficemojo.com/movies/?id=bugsymalone.htm,16734,"$2,783,840",Paramount,"September 15, 1976",Unknown,1 hrs. 33 min.,G,N/A
verylongengagement,http://www.boxofficemojo.com/movies/?id=verylongengagement.htm,24733,"$6,524,389",Warner Independent,"November 26, 2004",Foreign,2 hrs. 14 min.,R,$56.6 million
backroads,http://www.boxofficemojo.com/movies/?id=backroads.htm,18504,"$11,809,387",Warner Bros.,"March 13, 1981",Comedy,1 hrs. 44 min.,R,N/A
santaclause2,http://www.boxofficemojo.com/movies/?id=santaclause2.htm,29505,"$139,236,327",Buena Vista,"November 1, 2002",Family Comedy,1 hrs. 45 min.,G,$65 million
wizardofoz98,http://www.boxofficemojo.com/movies/?id=wizardofoz98.htm,20878,"$14,817,226Domestic Lifetime Gross: $22,342,633",Warner Bros.,"November 6, 1998",Fantasy,1 hrs. 41 min.,G,$2 million
8seconds,http://www.boxofficemojo.com/movies/?id=8seconds.htm,20533,"$19,623,396",New Line,"February 25, 1994",Sports Drama,1 hrs. 44 min.,PG-13,N/A
passenger05,http://www.boxofficemojo.com/movies/?id=passenger05.htm,19946,"$620,155Domestic Lifetime Gross: $620,155",Sony Classics,"October 28, 2005",Drama,2 hrs. 6 min.,PG-13,N/A
chinatown,http://www.boxofficemojo.com/movies/?id=chinatown.htm,17426,"$29,200,000",Paramount,"June 21, 1974",Crime Drama,2 hrs. 11 min.,R,N/A
adoration,http://www.boxofficemojo.com/movies/?id=adoration.htm,19484,"$294,244",Sony Classics,"May 8, 2009",Drama,1 hrs. 40 min.,R,N/A
ithejury,http://www.boxofficemojo.com/movies/?id=ithejury.htm,16264,"$1,515,578",Fox,"January 9, 1982",Unknown,1 hrs. 51 min.,R,N/A
riverrat,http://www.boxofficemojo.com/movies/?id=riverrat.htm,18571,"$1,142,944",Paramount,"September 21, 1984",Unknown,1 hrs. 33 min.,PG,N/A
americanassassin,http://www.boxofficemojo.com/movies/?id=americanassassin.htm,24968,"$36,249,674",Lionsgate,"September 15, 2017",Action / Adventure,1 hrs. 51 min.,R,$33 million
mazerunner3,http://www.boxofficemojo.com/movies/?id=mazerunner3.htm,25115,,Fox,"January 26, 2018",Sci-Fi Adventure,2 hrs. 22 min.,PG-13,$62 million
allyouneediskill,http://www.boxofficemojo.com/movies/?id=allyouneediskill.htm,27673,"$100,206,256",Warner Bros.,"June 6, 2014",Sci-Fi Action,1 hrs. 53 min.,PG-13,$178 million
remainsoftheday,http://www.boxofficemojo.com/movies/?id=remainsoftheday.htm,20437,"$23,237,911",Columbia,"November 5, 1993",Period Drama,2 hrs. 10 min.,PG,N/A
roadtoperdition,http://www.boxofficemojo.com/movies/?id=roadtoperdition.htm,27976,"$104,454,762",DreamWorks,"July 12, 2002",Crime Drama,1 hrs. 59 min.,R,$80 million
guesswho,http://www.boxofficemojo.com/movies/?id=guesswho.htm,24876,"$68,915,888",Sony / Columbia,"March 25, 2005",Comedy,1 hrs. 44 min.,PG-13,N/A
onenightstand,http://www.boxofficemojo.com/movies/?id=onenightstand.htm,19705,"$2,642,983",New Line,"November 14, 1997",Romance,1 hrs. 43 min.,R,N/A
longshots,http://www.boxofficemojo.com/movies/?id=longshots.htm,23325,"$11,537,046",MGM (Weinstein),"August 22, 2008",Family Comedy,1 hrs. 34 min.,PG,N/A
nothingbutthetruth,http://www.boxofficemojo.com/movies/?id=nothingbutthetruth.htm,20715,"$14,273",New Line,"March 2, 2007",Comedy,1 hrs. 33 min.,PG-13,N/A
vertigo70mm,http://www.boxofficemojo.com/movies/?id=vertigo70mm.htm,16989,"$1,967,552Domestic Lifetime Gross: $7,311,013",Universal,"October 6, 1996",Romantic Thriller,2 hrs. 8 min.,PG,N/A
darkisrising,http://www.boxofficemojo.com/movies/?id=darkisrising.htm,26294,"$8,794,452",Fox,"October 5, 2007",Fantasy,1 hrs. 34 min.,PG,N/A
indianrunner,http://www.boxofficemojo.com/movies/?id=indianrunner.htm,18407,"$191,125",MGM,"September 20, 1991",Unknown,2 hrs. 7 min.,R,N/A
impulse,http://www.boxofficemojo.com/movies/?id=impulse.htm,18102,"$2,773,433",Fox,"September 28, 1984",Unknown,1 hrs. 31 min.,R,N/A
howtodeal,http://www.boxofficemojo.com/movies/?id=howtodeal.htm,22599,"$14,195,227",New Line,"July 18, 2003",Romance,1 hrs. 42 min.,PG-13,$16 million
dealofthecentury,http://www.boxofficemojo.com/movies/?id=dealofthecentury.htm,20524,"$10,369,581",Warner Bros.,"November 4, 1983",Comedy,1 hrs. 39 min.,PG,N/A
togillianonher37thbirthday,http://www.boxofficemojo.com/movies/?id=togillianonher37thbirthday.htm,21977,"$4,189,233",Sony / Columbia,"October 18, 1996",Drama,1 hrs. 33 min.,PG-13,N/A
nextstopwonderland,http://www.boxofficemojo.com/movies/?id=nextstopwonderland.htm,19961,"$3,395,581",Miramax,"August 21, 1998",Romantic Comedy,1 hrs. 36 min.,R,N/A
wheredowegonow,http://www.boxofficemojo.com/movies/?id=wheredowegonow.htm,18936,"$531,997",Sony Classics,"May 11, 2012",Foreign,1 hrs. 50 min.,PG-13,N/A
tiethatbinds,http://www.boxofficemojo.com/movies/?id=tiethatbinds.htm,20866,"$5,772,529",Buena Vista,"September 8, 1995",Thriller,1 hrs. 39 min.,R,N/A
yesmen,http://www.boxofficemojo.com/movies/?id=yesmen.htm,19776,"$255,364",United Artists,"September 24, 2004",Documentary,1 hrs. 20 min.,R,N/A
superman2015,http://www.boxofficemojo.com/movies/?id=superman2015.htm,39599,"$330,360,194",Warner Bros.,"March 25, 2016",Action / Adventure,2 hrs. 31 min.,PG-13,$250 million
dyingyoung,http://www.boxofficemojo.com/movies/?id=dyingyoung.htm,22141,"$33,669,178",Fox,"June 21, 1991",Romance,1 hrs. 54 min.,R,N/A
paddington,http://www.boxofficemojo.com/movies/?id=paddington.htm,26445,"$76,271,832",Weinstein / Dimension,"January 16, 2015",Family,1 hrs. 35 min.,PG,$55 million
belledejour95,http://www.boxofficemojo.com/movies/?id=belledejour95.htm,17139,"$4,037,017",Miramax,"June 28, 1995",Foreign,1 hrs. 42 min.,R,N/A
hankypanky,http://www.boxofficemojo.com/movies/?id=hankypanky.htm,19915,"$9,823,934",Columbia,"June 4, 1982",Unknown,1 hrs. 47 min.,PG,N/A
potc5,http://www.boxofficemojo.com/movies/?id=potc5.htm,30911,"$172,558,876",Buena Vista,"May 26, 2017",Period Adventure,2 hrs. 9 min.,PG-13,$230 million
jimmyhollywood,http://www.boxofficemojo.com/movies/?id=jimmyhollywood.htm,21887,"$3,783,003",Paramount,"April 1, 1994",Crime Comedy,1 hrs. 57 min.,R,$30 million
missionary,http://www.boxofficemojo.com/movies/?id=missionary.htm,19517,"$7,241,180",Columbia,"November 5, 1982",Unknown,1 hrs. 27 min.,R,N/A
lifewithmikey,http://www.boxofficemojo.com/movies/?id=lifewithmikey.htm,20158,"$12,440,858",Buena Vista,"June 4, 1993",Comedy,1 hrs. 31 min.,PG,N/A
lostriver,http://www.boxofficemojo.com/movies/?id=lostriver.htm,17819,"$45,431",Warner Bros.,"April 10, 2015",Drama,1 hrs. 35 min.,R,N/A
spacehunter,http://www.boxofficemojo.com/movies/?id=spacehunter.htm,21600,"$16,478,265",Columbia,"May 20, 1983",Sci-Fi Adventure,1 hrs. 30 min.,PG,$14.4 million
manwithoutapast,http://www.boxofficemojo.com/movies/?id=manwithoutapast.htm,20099,"$921,847",Sony Classics,"April 4, 2003",Foreign,1 hrs. 37 min.,PG-13,N/A
dicktracy,http://www.boxofficemojo.com/movies/?id=dicktracy.htm,26941,"$103,738,726",Buena Vista,"June 15, 1990",Period Action,1 hrs. 45 min.,PG,$47 million
whoiscletistout,http://www.boxofficemojo.com/movies/?id=whoiscletistout.htm,20654,"$252,706",Paramount Classics,"July 26, 2002",Unknown,1 hrs. 35 min.,R,N/A
itcamefromhollywood,http://www.boxofficemojo.com/movies/?id=itcamefromhollywood.htm,20194,"$2,573,342",Paramount,"October 29, 1982",Unknown,1 hrs. 19 min.,PG,N/A
crackers,http://www.boxofficemojo.com/movies/?id=crackers.htm,18734,"$129,268",Universal,"February 17, 1984",Crime Comedy,1 hrs. 31 min.,PG,N/A
iloveyoudonttouchme,http://www.boxofficemojo.com/movies/?id=iloveyoudonttouchme.htm,18979,"$98,973",MGM,"February 20, 1998",Romantic Comedy,1 hrs. 25 min.,R,N/A
kingandi99,http://www.boxofficemojo.com/movies/?id=kingandi99.htm,21780,"$11,993,021",Warner Bros.,"March 19, 1999",Animation,1 hrs. 30 min.,G,$25 million
lovethecoopers,http://www.boxofficemojo.com/movies/?id=lovethecoopers.htm,22568,"$26,302,731",Lionsgate,"November 13, 2015",Comedy,1 hrs. 47 min.,PG-13,$17 million
americanmovie,http://www.boxofficemojo.com/movies/?id=americanmovie.htm,18793,"$1,165,795",Sony Classics,"November 5, 1999",Documentary,1 hrs. 47 min.,R,N/A
sugarhill,http://www.boxofficemojo.com/movies/?id=sugarhill.htm,20884,"$18,225,518",Fox,"February 25, 1994",Crime Drama,2 hrs. 3 min.,R,N/A
scandal,http://www.boxofficemojo.com/movies/?id=scandal.htm,19054,"$8,800,000",Miramax,"April 28, 1989",Unknown,1 hrs. 54 min.,R,N/A
atlanticcity,http://www.boxofficemojo.com/movies/?id=atlanticcity.htm,17258,"$12,729,675",Paramount,"April 3, 1981",Crime Drama,1 hrs. 43 min.,R,N/A
dolphintale2,http://www.boxofficemojo.com/movies/?id=dolphintale2.htm,25703,"$42,024,533",Warner Bros.,"September 12, 2014",Family,1 hrs. 47 min.,PG,$36 million
nevercrywolf,http://www.boxofficemojo.com/movies/?id=nevercrywolf.htm,19743,"$29,600,000",Buena Vista,"October 7, 1983",Adventure,1 hrs. 45 min.,PG,N/A
2010,http://www.boxofficemojo.com/movies/?id=2010.htm,21835,"$40,400,657",MGM,"December 7, 1984",Sci-Fi Adventure,1 hrs. 56 min.,PG,N/A
theaccountant,http://www.boxofficemojo.com/movies/?id=theaccountant.htm,25328,"$86,260,045",Warner Bros.,"October 14, 2016",Drama,2 hrs. 8 min.,R,$44 million
anythingelse,http://www.boxofficemojo.com/movies/?id=anythingelse.htm,22310,"$3,212,310",DreamWorks,"September 19, 2003",Romantic Comedy,1 hrs. 48 min.,R,$18 million
fan81,http://www.boxofficemojo.com/movies/?id=fan81.htm,16251,"$3,082,096",Paramount,"May 15, 1981",Unknown,1 hrs. 35 min.,R,N/A
secondsight,http://www.boxofficemojo.com/movies/?id=secondsight.htm,18946,"$5,368,865",Warner Bros.,"November 3, 1989",Unknown,1 hrs. 23 min.,PG,N/A
shesfunnythatway,http://www.boxofficemojo.com/movies/?id=shesfunnythatway.htm,17911,"$111,996",Lionsgate Premiere,"August 21, 2015",Comedy,1 hrs. 33 min.,R,N/A
madhotballroom,http://www.boxofficemojo.com/movies/?id=madhotballroom.htm,20702,"$8,117,961",Paramount Classics,"May 13, 2005",Documentary,1 hrs. 50 min.,PG,N/A
paranormalactivity4,http://www.boxofficemojo.com/movies/?id=paranormalactivity4.htm,27787,"$53,900,335",Paramount,"October 19, 2012",Horror,1 hrs. 35 min.,R,$5 million
mantrouble,http://www.boxofficemojo.com/movies/?id=mantrouble.htm,20574,"$4,096,030",Fox,"July 17, 1992",Romantic Comedy,1 hrs. 40 min.,PG-13,N/A
runningonempty,http://www.boxofficemojo.com/movies/?id=runningonempty.htm,19533,"$2,835,116",Warner Bros.,"September 9, 1988",Unknown,1 hrs. 56 min.,PG-13,N/A
mishima,http://www.boxofficemojo.com/movies/?id=mishima.htm,19634,"$437,547",Warner Bros.,"September 13, 1985",Unknown,2 hrs. 1 min.,R,N/A
buddyhollystory,http://www.boxofficemojo.com/movies/?id=buddyhollystory.htm,16473,"$14,363,400",Columbia,"May 19, 1978",Music Drama,1 hrs. 53 min.,PG,N/A
matrix,http://www.boxofficemojo.com/movies/?id=matrix.htm,39688,"$171,479,930",Warner Bros.,"March 31, 1999",Sci-Fi Action,2 hrs. 16 min.,R,$63 million
nightinheaven,http://www.boxofficemojo.com/movies/?id=nightinheaven.htm,20065,"$5,563,663",Fox,"November 18, 1983",Unknown,1 hrs. 23 min.,R,N/A
fullmonty,http://www.boxofficemojo.com/movies/?id=fullmonty.htm,23963,"$45,950,122",Fox Searchlight,"August 15, 1997",Comedy,1 hrs. 31 min.,R,$3.5 million
labyrinthoflies,http://www.boxofficemojo.com/movies/?id=labyrinthoflies.htm,18621,"$794,452",Sony Classics,"September 30, 2015",Foreign,2 hrs. 4 min.,R,N/A
gethimtothegreek,http://www.boxofficemojo.com/movies/?id=gethimtothegreek.htm,25507,"$60,974,475",Universal,"June 4, 2010",Comedy,1 hrs. 49 min.,R,$40 million
johncarterofmars,http://www.boxofficemojo.com/movies/?id=johncarterofmars.htm,28942,"$73,078,100",Buena Vista,"March 9, 2012",Sci-Fi Adventure,2 hrs. 12 min.,PG-13,$250 million
getshorty,http://www.boxofficemojo.com/movies/?id=getshorty.htm,24850,"$72,101,622",MGM,"October 20, 1995",Crime Comedy,1 hrs. 45 min.,R,N/A
freeheld,http://www.boxofficemojo.com/movies/?id=freeheld.htm,20087,"$573,335",Lionsgate,"October 2, 2015",Drama,1 hrs. 43 min.,PG-13,N/A
psycho3,http://www.boxofficemojo.com/movies/?id=psycho3.htm,21377,"$14,481,606",Universal,"July 4, 1986",Horror Thriller,1 hrs. 33 min.,R,N/A
shelteringsky,http://www.boxofficemojo.com/movies/?id=shelteringsky.htm,19218,"$2,075,084",Warner Bros.,"December 14, 1990",Drama,2 hrs. 18 min.,R,N/A
agentcodybanks2,http://www.boxofficemojo.com/movies/?id=agentcodybanks2.htm,22824,"$23,630,159",MGM,"March 12, 2004",Family Adventure,1 hrs. 41 min.,PG,$26 million
littlewomen,http://www.boxofficemojo.com/movies/?id=littlewomen.htm,21708,"$50,083,616",Sony / Columbia,"December 21, 1994",Period Drama,1 hrs. 58 min.,PG,$18 million
upanddown,http://www.boxofficemojo.com/movies/?id=upanddown.htm,19869,"$245,127",Sony Classics,"February 25, 2005",Foreign,1 hrs. 48 min.,R,N/A
stewardessschool,http://www.boxofficemojo.com/movies/?id=stewardessschool.htm,15952,"$136,158",Columbia,"August 29, 1986",Unknown,1 hrs. 33 min.,R,N/A
